,abnormal_returns,t-1~t CAR,t-2~t CAR,t-3~t CAR,t-3~t+1 CAR,t-3~t+2 CAR,t-3~t+3 CAR,t~t+1 CAR,t~t+2 CAR,t~t+3 CAR,FX factor,Electronic Parts and Components Manufacturing,Semi-conductors Manufacturing,Others,Optoelectronic Materials and Components Manufacturing,Computers and Peripheral Equipment Manufacturing ,Building Materials Construction,"Power Generation, Transmission and Distribution Machinery Manufacturing",Textiles Mills,Information and Communications Technology,Medical Materials and Supplies Manufacturing,Other Electronic Parts and Components Manufacturing ,Motor Vehicles Manufacturing,Basic Iron and Steel Manufacturing,Chemical Products Manufacturing,Shipping Business,Food Manufacturing,Plastic Products Manufacturing,Department Industry,Electronic Distribution Industry,Tourist Industry,Electrical Cable Industry,Financial Holdings Industry,Information Services Industry,Rubber Products Manufacturing,Banking Industry,Paper Industry,"Oil, Electricity and Gas Industry",Cement and Cement Products Manufacturing,Insurance Industry,Glass and Glass Products Manufacturing,Securities Industry,Renewable energy usage rate of listed companies,Greenhouse gas emission intensity,Close Price,Turnover ratio％,Foreign trading ratio ,Financing balance(amount),Net buy_sell by foreign capital,Net buy_sell by dealer,Net buy_sell days by foreign capital,Institutional investor transaction rate,Outstanding shares (million),Foreign investor cumulative overbought_oversold ,Financing balance_Short sales balance(amount),Cumulative net buy_sell by investment trust,Short sales use ratio,Financing balance_Short sales balance(ratio),Net Buy_Sell by Investment Trust,Net buy_sell days by dealer,Net buy_sell,Short sales balance(amount),Increased financing(amount),cumulative net buy_sell by dealer,Institutional investor Trading days  ,Institutional investor cumulative overbought_oversold ,common stock trading ratio ,Financing balance(thousand yuan),Financing use ratio,Investment trust Trading days  ,Ratio of Margin Trading , Short Sale _ Margin Purchase Ratio,Short sales balance(thousand yuan),Increased short sales(amount),Ratio of dealer transactions,Investment Trust trading ratio,Cash Flow From Operating Activities ,PB ratio,Quick ratio ,Treasury stocks book value ,Cash and Cash equivalents ,PE ratio ,Loan from bank(non-current),Operating margin ratio,Other equity interest ,AR,Goodwill and intangible assets ,Other Comprehensive Income (OCI),Inventory,Dividend Payout Ratio,ROE,Cash Flow from Financing Activities ,Interest income ,cash flow ratio,Gross Profit ratio,Cost of revenue,Market Value,(Inventory+AR) divided by Net income,Operating expenses,Tax rate(A),AR turnover,cash dividend ratio ,Dividend Yield ,Non-current assets ,Asset Growth Rate,ROA,Profit before tax ratio,Other long-term debt (Non-current),R&D,lease liabilities (Non current),Non-current liability ,Operating income,Cash Flow From Investing Activities ,retained earning ,AP,current ratio,current liability ,debt ratio ,Profit after tax ratio,Operating revenue(net),current asset,Interest-bearing debt ratio ,effect of exchange rates ,Proportion of supervisors with doctoral degrees,Number of general manager changes in the month,Average attendance of Chairman of the Board,Employee turnover rate,Percentage of directors and supervisors with masters degrees,Directors average hours of study,Number of changes in chairmanship for the month,Reinvestment to net value ratio,Number of directors and supervisors with financial experience,Sales percentage to related parties,equity of stock holdings (Major shareholder),Average attendance of the Board of Directors,Employee bonus cash,tockholding of Directors and Supervisors,Directors liability insurance coverage to revenue percentage,Managers shareholding,Reinvestment to assets ratio,Directors liability insurance coverage to net value percentage,Percentage of directors and supervisors with a bachelors degree,Employee bonus to net income before tax ratio,Total social responsibility events,Number of Underwriting Insurance Companies,Management Internalization ratio,Number of Board Meetings,Directors liability insurance coverage to total assets percentage,Employee bonus shares,Directors salary,Internal audit variation in the current month,Directors liability insurance coverage,company age,A,F,G,M
1466,-0.1000894606484818,-0.0345876571841525,0.0585421906620732,0.1388157484244839,0.1177211816416889,0.1349226017689625,0.1493043928612435,-0.1211840274312768,-0.1039826073040032,-0.0896008162117222,0.0042527382245331,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.37,15.45,4.34,20.54,6875.0,301.0,0.0,1.0,20.54,111.0,301.0,12.0,0.0,0.54,0.3,0.0,0.0,301.0,151.0,0.0,0.0,1.0,301.0,79.02,102401.75,24.74,0.0,0.44,2.2,2249.11,58.0,0.0,0.0,127024,1.22,93.81,0,267854,9.85,668793,7.57,-8991,513115,2617,-995,616161,50.19,5.85,-114483,210,15.1,18.96,1370715,2039731,67.58,192608,12.43,7.22,0.0,0.0,2057020,12.33,2.71,6.49,0,25179,57000,1087602,128066,-94062,115497,414864,183.43,841118,53.58,5.68,1691389,1542822,0.9,0,0,0,100,7,70,8.1,0,8.11,1,0,22.16,92.74,8.24,18.15,7.78,5.97,3.77,15.82,70,4.31,1,1,22.22,23,7.54,0,8.24,0,277.85,22.0,1,0,0,0
1467,-0.1018929046802819,-0.0785723193264017,-0.0491766016084561,0.0367347045703941,0.0189702656496332,0.0001610861821399,0.0381757156715211,-0.1196573436010428,-0.1384665230685361,-0.1004518935791549,0.0134236153783751,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.4,5.88,15.33,13328.0,609.0,27.0,1.0,15.48,234.0,609.0,3.0,0.0,0.47,0.03,0.0,1.0,636.0,196.0,0.0,27.0,1.0,636.0,84.42,230574.4,31.69,0.0,0.1,1.47,3390.8,121.0,0.15,0.0,-140593,1.25,90.39,0,1216074,5.43,1748488,1.52,157082,1126490,257469,12816,1377510,0.0,-1.39,87784,6594,-5.28,20.65,2479757,3936564,75.71,597885,0.0,5.6,4.15,4.15,3838088,0.06,-0.57,0.3,0,27684,61641,2033406,47503,-109150,414202,837349,156.39,2664773,58.69,-1.89,3125145,4167422,1.23,9715,0,0,100,6,18.18,0.82,0,37.61,0,0,14.98,96.97,0.0,33.79,0.43,0.88,15.54,0.91,18.18,0.0,0,1,33.33,6,0.33,0,0.0,1,28.41,22.0,0,1,0,0
1468,0.0958849775950168,0.1035992599689512,0.1532880826602662,0.2212247171925946,0.2114479377494552,0.2488681101723207,0.1596044036946031,0.0861081981518774,0.1235283705747428,0.0342646640970251,-0.0011353401458542,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.25,0.08,6.25,0.0,-7.0,0.0,-3.0,6.25,160.0,-44.0,0.0,0.0,0.0,0.0,0.0,0.0,-7.0,0.0,0.0,0.0,-3.0,-44.0,93.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34196,1.67,52.82,0,338722,80.0,663569,0.73,120842,64469,15408,-52299,652715,0,-2.71,-77090,1155,4.29,12.63,475755,1989022,58.57,64763,0.0,16.24,0,0,1326124,0.45,-1.19,3.43,0,1867,6700,754947,3998,-343159,-559745,204974,182.02,796389,55.89,3.43,544516,1449605,1.03,2147,14.29,0,100,16,28.57,6.0,0,26.92,1,6,55.84,100.0,0,27.65,7.33,0,11.88,6.9,28.57,0,0,1,33.33,5,2.43,0,0,0,83.51,21.0,0,1,0,0
1470,0.0524022295359399,0.0718808033932822,0.121884128941659,0.1286008454593575,0.1175250647295472,0.1511978491394913,0.151615671394167,0.0413264488061295,0.0749992332160736,0.0754170554707493,-0.0002403871404993,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.8,15.85,0.18,0.0,19.0,0.0,0.0,0.0,0.0,86.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,100.0,303.39,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10902,1.43,245.36,0,138394,29.45,0,6.52,-3774,153041,376,10347,181432,105.23,4.76,-1943,525,5.04,20.17,348242,1393714,34.26,59950,9.29,6.26,2.58,2.58,470457,6.37,3.9,9.08,0,0,2473,7473,28426,28282,115579,53994,337.24,216413,18.65,8.24,436233,729822,0.57,16,0,0,100,7,9.09,1.64,0,0.3,0,0,31.65,100.0,2.47,21.31,3.09,0.1,0.25,2.75,9.09,3.19,0,1,40,6,2.2,0,2.47,0,27.64,21.0,0,1,0,0
1471,0.091101131211107,0.0771659638974305,0.1016594172922032,0.2064086342492282,0.0969455085694934,-0.0023591102625742,0.0637546261479391,-0.0183619944686278,-0.1176666133006955,-0.0515528768901821,0.0409355575019877,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.2,2.34,9.86,0.0,317.0,0.0,1.0,9.86,150.0,317.0,0.0,0.0,0.0,0.0,0.0,0.0,317.0,0.0,0.0,0.0,1.0,317.0,90.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-50660,1.64,205.99,0,620346,0.0,0,-27.65,72561,91033,0,2173,141719,0,-8.98,-31314,232,-14.4,5.7,212114,1564306,24.4,75020,0.0,2.66,0,0,406480,-1.6,-6.17,-40.82,0,5358,324,4311,-62200,-872,-626477,101237,256.72,351925,27.19,-40.82,224934,903473,0.52,4564,28.57,0,100,3,14.29,7.0,0,30.27,0,0,10.28,87.5,0,12.75,23.54,0,22.04,8.16,14.29,0,0,1,33.33,8,7.05,0,0,0,83.75,20.0,0,1,0,0
1473,0.0377364120869776,0.0406797744907178,0.0335368044150659,0.0948743952828891,0.0588108507608237,0.0670470447547553,0.0803686524487005,0.0016728675649122,0.0099090615588438,0.023230669252789,0.0049328878918595,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0007,16.8,0.66,21.15,842.0,-69.0,48.0,-5.0,24.31,147.0,-553.0,0.0,0.0,0.0,0.0,0.0,5.0,-21.0,0.0,0.0,55.0,-5.0,-498.0,75.66,14260.87,2.29,0.0,0.03,0.0,0.0,0.0,3.16,0.0,196238,0.87,134.71,-22663,865066,0.0,0,-2.75,-202901,722682,18674,-40096,817212,0.0,-3.68,-250515,11606,15.86,13.37,2271330,2737046,48.71,422533,0.0,5.99,1.07,1.07,2050421,-21.48,-2.45,-2.6,0,37353,72797,231078,-72037,63476,1040852,302423,208.46,1237405,31.72,-2.99,2621826,2579528,0.48,-12869,18.18,0,100,14,27.27,6.55,0,22.67,3,0,28.41,97.73,0,21.3,0.49,0.04,15.48,0.93,27.27,0.0,0,1,0,4,0.55,0,0.0,0,28.48,20.0,0,1,0,0
1474,0.085111980288999,0.0855516681549233,0.1830153922278224,0.2881594795779754,0.1868222431073866,0.1458135008569523,0.1739330872827106,-0.0162252561815898,-0.0572339984320241,-0.0291144120062658,0.0070975872284849,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,12.75,3.88,32.44,5141.0,1112.0,1.0,4.0,32.46,130.0,2229.0,4.0,0.0,0.07,0.09,0.0,1.0,1113.0,24.0,0.0,1.0,4.0,2230.0,67.35,67612.89,15.83,0.0,0.19,0.47,315.64,5.0,0.01,0.0,67412,1.02,105.24,0,736849,10.04,493690,6.07,-71920,630126,18085,-9287,952388,45.11,3.97,108996,3076,4.96,17.56,1318027,2091326,76.21,183789,18.33,5.08,2.48,2.48,1519338,7.42,2.05,6.9,0,39803,2467,584396,97047,-170544,824018,333594,184.0,1358956,48.34,5.63,1598863,2500501,0.58,-3297,0.0,0,100,15,27.27,6.09,0,4.5,1,6,26.14,94.2,5.95,9.36,0.8,1.14,2.33,1.34,27.27,3.37,0,1,11.11,7,0.66,0,5.95,0,28.0,20.0,0,1,0,0
1475,0.0978836783896364,0.1943972689117251,0.2936019723374886,0.3963000990085902,0.2938593631989264,0.2103405936058984,0.2848879045346627,-0.0045570574200273,-0.0880758270130553,-0.013528516084291,0.0024012192994559,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,1.16,3.93,0.0,-6.0,0.0,-1.0,3.93,26.0,-6.0,0.0,0.0,0.0,0.0,0.0,0.0,-6.0,0.0,0.0,0.0,-1.0,-6.0,96.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-38742,1.54,3251.7,0,477792,46.36,0,5.61,0,53288,0,0,25114,0,1.38,268000,510,-211.9,17.89,67218,965194,12.53,10053,0.0,2.52,0,0,19994,268.8,1.24,8.21,0,0,0,3035,4592,90102,-391481,13598,3430.88,18283,3.29,8.21,81863,627267,0.0,0,0.0,0,100,23,20.0,4.8,0,0.2,2,43,7.79,100.0,0,56.47,17.44,0.15,0.19,11.89,20.0,0,0,1,50,7,9.39,0,0,0,83.48,20.0,0,1,0,0
1476,0.0427129359205984,0.0206821471985823,0.0540468872507495,0.094094849379794,-0.0048912001212874,-0.0468984844267813,-0.0052316492026823,-0.056273113580483,-0.0982803978859769,-0.0566135626618779,0.0041772112167215,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0035,556.0,0.94,60.19,328.0,105.0,-36.0,1.0,65.71,274.0,105.0,0.0,2895.0,0.02,0.0,70.0,-1.0,139.0,14.0,33.0,-36.0,1.0,139.0,34.24,181710.36,0.48,12.0,0.05,4.27,7755.93,0.0,2.18,3.34,844914,9.53,99.75,0,3867389,25.43,531667,20.08,-432052,4895264,18898,-140347,7051846,63.95,14.41,-3294,5785,9.33,28.24,12920528,179984752,63.24,1469991,19.04,7.19,1.68,1.68,12177101,18.6,9.97,19.77,0,79264,69185,609789,3615724,-943465,12810831,2801284,180.9,9053622,33.84,16.01,18006243,16378307,0.32,-55068,25.0,0,100,13,33.33,10.08,0,0.01,2,0,16.31,100.0,7,24.07,0.56,0.32,0.0,0.95,33.33,0.11,0,1,15.79,7,0.68,0,0,0,200.1,19.0,0,1,0,0
1477,0.0420450886230008,0.0468102638580195,0.072668599457199,0.1220087279258812,0.032702551299107,0.0572188534338638,0.0687642634313274,-0.0472610880037734,-0.0227447858690166,-0.011199375871553,0.0064179525555968,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1,0.0221,238.0,1.27,55.98,457.0,6.0,20.0,4.0,60.28,242.0,3255.0,2.0,173.0,0.01,0.07,173.0,1.0,199.0,6.0,0.0,20.0,9.0,10823.0,39.63,108415.94,0.76,1.0,0.09,1.31,1423.4,0.0,1.17,3.13,2001935,5.41,55.64,0,1977144,21.1,0,12.15,-362276,1493680,36030,-83785,5597678,86.54,10.05,-1246929,7419,30.56,22.9,9974476,66268544,57.53,1390882,21.17,13.04,2.92,2.92,6052578,20.79,5.93,11.9,0,0,221155,630363,1572424,-1111731,3984104,2838419,205.41,6550321,36.81,9.38,12937782,13455059,0.58,-33190,13.33,0,100,20,33.33,8.2,0,1.7,0,0,24.8,97.33,193.44,9.87,0.48,1.32,1.08,1.01,33.33,5.8,0,1,27.78,5,0.63,0,63.95,0,139.01,17.0,0,0,0,1
1503,-0.0050593629868171,-0.0187635620120932,-0.0225880792014993,0.0260145740577675,-0.0088210775089522,-0.0082603038562719,0.0055737174844948,-0.0398950145535368,-0.0393342409008566,-0.0255002195600898,0.0009169341095581,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7597,48.5,0.06,33.2,278.0,74.0,2.0,1.0,34.41,521.0,74.0,0.0,0.0,0.0,0.0,0.0,1.0,76.0,0.0,3.0,2.0,1.0,76.0,65.56,13418.73,0.21,0.0,0.03,0.0,0.0,0.0,1.21,0.0,1005229,1.04,82.88,0,3666815,12.07,850000,9.06,899930,6671027,0,177809,4814211,51.96,5.11,-106458,9334,8.02,18.91,11462363,27663613,42.49,1392258,23.05,4.3,3.01,3.01,25084956,7.95,3.16,10.76,0,249878,3938,3725760,1280117,-259717,17729707,6059021,145.24,12535821,37.56,8.28,14134738,18206658,0.36,-1503,7.14,0,0,8,14.29,7.93,0,64.5,0,4,38.53,91.07,99.6,26.29,0.51,0.02,40.27,0.53,14.29,4.52,0,1,9.52,4,0.31,0,49.8,0,142.25,51.0,0,1,0,0
1504,0.0447891174090618,0.0102804682389309,0.0390929885755235,0.1300063188450673,0.0773194173057383,0.0859351342592436,0.0954635862760885,-0.0078977841302671,0.0007179328232381,0.010246384840083,-0.0005185716116631,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4,2.04,29.85,0.21,39.46,4283.0,-540.0,-4.0,-1.0,40.63,2139.0,-540.0,0.0,51.0,0.01,0.0,2.0,-2.0,-542.0,79.0,0.0,-43.0,-1.0,-542.0,59.32,128409.05,0.8,9.0,0.05,1.84,2368.51,0.0,1.15,0.02,2046548,0.84,149.91,-511710,21503024,18.94,3602263,7.71,26029619,10865622,4977032,19337644,10983900,57.6,27.9,-486853,65590,8.94,23.72,18577473,71008027,23.98,3898474,11.92,4.6,3.46,3.46,84005837,23.24,18.56,13.1,0,534237,4404778,18959547,1877744,-116785,28233370,8956985,213.94,22887507,31.47,11.54,24352789,48966477,0.54,-337146,36.36,0,100,8,45.45,9.18,0,59.09,2,1,44.32,99.19,303.73,7.05,0.55,0.92,40.49,0.29,45.45,5.67,0,1,10,10,0.2,0,85.27,1,280.0,47.0,1,0,0,0
1506,0.0854083937928448,0.0802008955769474,0.0568070701787423,0.1557478752301501,0.0884096968339579,0.1267516482319714,0.1266025091675022,0.0180702153966526,0.0564121667946661,0.0562630277301969,-0.0005793690252177,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.1,0.31,4.56,0.0,14.0,0.0,1.0,4.56,163.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,1.0,14.0,95.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40803,2.02,60.8,0,118642,0.0,486563,-0.94,-138560,238909,6134,-16902,425523,0,-3.24,-89642,246,5.51,16.44,417064,1659200,75.9,86740,0.0,4.54,0,0,1209946,-9.09,-1.28,-4.93,0,14795,0,601249,-4683,58299,-812025,153182,136.04,740064,60.51,-2.39,499121,1006786,1.26,-1412,0,0,100,0,22.22,6,0,9.69,0,0,37.73,97.62,0,4.91,13.34,0.1,3.83,13.08,22.22,0,0,1,0,14,5.84,0,0,0,141.95,40.0,0,1,0,0
1513,0.0546329518033689,0.0387450940356292,0.0081935516223378,0.0836925122872872,0.0144978188878871,-0.0124875117908572,0.0240181579063812,-0.0145617415960312,-0.0415470722747755,-0.005041402577537,0.0018930278635859,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.53,0.3024,44.65,2.81,27.08,28622.0,-1316.0,-177.0,-2.0,28.21,476.0,-3230.0,21.0,0.0,0.13,0.17,0.0,-2.0,-1493.0,158.0,0.0,-209.0,-2.0,-3439.0,71.47,1279998.74,24.05,0.0,0.32,0.55,7065.89,18.0,1.13,0.0,1889879,2.1,32.18,-116880,790746,9.78,5722092,14.68,470324,1996014,380589,-70845,6238504,68.16,7.64,283199,3967,18.78,24.82,6574611,24187607,69.99,886693,21.03,7.98,4.33,4.33,18033416,29.66,2.84,13.56,0,88635,1674347,9571590,1284216,-2537390,4937386,2593405,132.82,10065380,62.53,10.71,8745520,13368453,0.44,-5656,33.33,0,100,16,11.11,6,0,18.85,1,0,14.81,98.15,24.5,9.97,0.5,0.23,7.06,0.78,11.11,1.03,0,1,0,6,0.26,0,48.99,0,90.6,26.0,1,0,0,0
1514,0.0906802972285282,0.0668405232990557,0.112185497579548,0.1752350384206983,0.0719777955586554,0.071467075496699,0.0743586744335378,-0.0125769456335146,-0.013087665695471,-0.0101960667586322,0.000800114045681,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.5,1.29,21.43,3474.0,-68.0,1.0,-3.0,21.45,217.0,-416.0,1.0,0.0,0.19,0.04,0.0,1.0,-67.0,101.0,0.0,1.0,-3.0,-414.0,78.41,73442.1,6.39,0.0,0.13,2.91,2135.19,54.0,0.02,0.0,-294724,1.59,95.28,-41616,387010,13.9,121192,7.48,81901,2375032,23706,2631,1325615,47.37,5.54,304421,923,-9.58,18.32,2133464,5479816,105.26,282618,14.43,2.43,2.78,4.76,2283229,12.05,2.89,8.36,0,44486,6895,383602,195318,-239032,1162052,1505297,152.5,3078012,49.61,7.16,2611890,4694032,0.59,-359,8.33,0,100,5,16.67,1.83,0,25.35,0,1,14.55,90.41,17.32,15.13,2.46,0.29,12.77,3.87,16.67,4.26,0,1,0.0,6,1.7,0,8.66,0,139.55,26.0,0,1,0,0
1515,0.0912910795807828,0.0680910445167027,0.050722906411156,0.1110133199559351,0.0412084667289785,0.0404193587222569,0.0663442317027717,0.0214862263538261,0.0206971183471045,0.0466219913276193,0.0011923872409653,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.1,2.05,18.98,8525.0,244.0,-75.0,3.0,25.3,181.0,996.0,11.0,-377.0,0.22,0.3,-377.0,-6.0,-208.0,102.0,0.0,-325.0,-1.0,-208.0,74.21,551018.49,18.79,-1.0,0.49,1.2,6592.83,0.0,1.16,5.16,1400218,3.94,81.55,0,4127921,9.71,462307,8.68,-182136,1930464,62751,-8893,1926442,51.71,14.94,547398,1212,18.31,14.35,7728523,14318220,105.3,512387,19.78,8.35,4.56,4.56,3548216,72.81,5.19,7.79,0,107640,45317,520766,782951,-426320,2002469,4914573,108.31,7647530,69.04,6.25,9023861,8282823,0.48,-6504,11.11,0,100.0,9,55.56,3.78,0,0.45,2,0,25.7,97.56,69.33,1.78,0.45,1.09,0.14,1.96,55.56,5.29,0,1,10.53,5,0.67,0,7.0,0,83.4,25.0,0,1,0,0
1516,0.0348944414215569,0.0471610939663743,0.0467523881325005,0.0948476062383816,0.0759098290194794,0.0795265786427384,0.1798171420338695,0.0159566642026547,0.0195734138259137,0.1198639772170448,-0.0029527346007563,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,0.32,9.64,2311.0,6.0,1.0,1.0,10.24,34.0,6.0,0.0,0.0,0.0,0.0,0.0,1.0,7.0,0.0,0.0,1.0,1.0,7.0,89.71,48982.8,26.88,0.0,0.05,0.0,0.0,0.0,0.6,0.0,-93441,1.81,341.7,0,66838,21.57,0,3.51,-6022,368301,0,0,0,90.0,5.58,0,23,-71.73,4.93,602987,756668,88.23,9007,0.0,4.46,1.7,3.41,64710,21.55,4.51,3.63,0,0,0,20,22276,-53514,46419,114969,370.77,130272,23.79,3.63,634270,483006,0,0,12.5,0,100,88,0.0,5.25,0,3.11,0,0,29.69,100.0,1.06,22.31,2.34,0.0,2.37,6.11,0.0,1.53,0,1,0,4,5.43,0,0.48,0,27.88,25.0,0,1,0,0
1517,0.0938249459797329,0.105444684780048,0.0709407813409228,0.1766865875951628,0.0720865091780021,0.0564182213897433,0.101498700624488,-0.0107751324374277,-0.0264434202256865,0.0186370590090581,0.039338990139002,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.05,1.94,35.02,5370.0,1178.0,1.0,1.0,35.03,228.0,1178.0,11.0,0.0,0.23,0.28,0.0,1.0,1179.0,132.0,0.0,1.0,1.0,1179.0,64.6,116447.91,9.43,0.0,0.36,2.46,2862.41,39.0,0.01,0.0,-106524,1.88,166.58,-39227,626331,15.73,0,9.95,-118360,1265944,88061,10426,1288885,39.93,7.2,-1481,4548,-8.03,18.89,1808245,6561360,70.59,199255,18.34,3.7,1.19,1.19,1754461,23.87,4.96,13.25,0,34613,12083,371570,221764,102373,1297826,936146,268.55,1326684,31.94,10.82,2229264,3562811,0,-766,14.29,0,100,10,28.57,6.86,0,8.97,2,0,30.99,100,21.89,10.45,1.17,0,6.11,1.5,28.57,3.97,0,1,66.67,6,1.0,0,2.88,0,57.0,25.0,0,1,0,0
1519,0.057508678821389,0.0095217187522057,0.0331123814718575,0.1346842309551855,0.040007426738228,0.0473286244073634,0.0989930361879997,-0.0371681253955685,-0.029846927726433,0.0218174840542032,0.0028863805002905,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0894,0.8025,39.0,1.43,18.34,4264.0,-100.0,-5.0,-1.0,19.02,261.0,-100.0,4.0,0.0,0.4,0.13,0.0,-5.0,-105.0,263.0,0.0,-491.0,-5.0,-1588.0,80.7,162941.08,6.53,0.0,0.28,6.17,10050.07,166.0,0.68,0.0,-76875,3.49,39.26,0,305449,22.71,1121800,2.72,-33366,1539900,35156,-18019,2754925,90.06,1.63,443954,929,-1.63,14.8,3386894,11382129,131.62,480210,28.41,3.81,2.98,2.98,2491742,4.44,0.61,2.58,0,56033,112455,1439237,108124,-237163,684500,2383803,146.96,4707636,65.32,1.85,3975228,6918264,0.69,-3791,11.11,0,100,5,66.67,8.39,0,9.55,0,0,34.8,100.0,19.49,19.02,1.54,0.07,3.31,3.95,66.67,5.3,0,1,30.77,7,1.4,0,4.77,0,139.1,23.0,0,1,0,0
