,abnormal_returns,t-1~t CAR,t-2~t CAR,t-3~t CAR,t-3~t+1 CAR,t-3~t+2 CAR,t-3~t+3 CAR,t~t+1 CAR,t~t+2 CAR,t~t+3 CAR,FX factor,Electronic Parts and Components Manufacturing,Semi-conductors Manufacturing,Others,Optoelectronic Materials and Components Manufacturing,Computers and Peripheral Equipment Manufacturing ,Building Materials Construction,"Power Generation, Transmission and Distribution Machinery Manufacturing",Textiles Mills,Information and Communications Technology,Medical Materials and Supplies Manufacturing,Other Electronic Parts and Components Manufacturing ,Motor Vehicles Manufacturing,Basic Iron and Steel Manufacturing,Chemical Products Manufacturing,Shipping Business,Food Manufacturing,Plastic Products Manufacturing,Department Industry,Electronic Distribution Industry,Tourist Industry,Electrical Cable Industry,Financial Holdings Industry,Information Services Industry,Rubber Products Manufacturing,Banking Industry,Paper Industry,"Oil, Electricity and Gas Industry",Cement and Cement Products Manufacturing,Insurance Industry,Glass and Glass Products Manufacturing,Securities Industry,Close Price,Turnover ratio％,Foreign trading ratio ,Financing balance(amount),Net buy_sell by foreign capital,Net buy_sell by dealer,Net buy_sell days by foreign capital,Institutional investor transaction rate,Outstanding shares (million),Foreign investor cumulative overbought_oversold ,Financing balance_Short sales balance(amount),Cumulative net buy_sell by investment trust,Short sales use ratio,Financing balance_Short sales balance(ratio),Net Buy_Sell by Investment Trust,Net buy_sell days by dealer,Net buy_sell,Short sales balance(amount),Increased financing(amount),cumulative net buy_sell by dealer,Institutional investor Trading days  ,Institutional investor cumulative overbought_oversold ,common stock trading ratio ,Financing balance(thousand yuan),Financing use ratio,Investment trust Trading days  ,Ratio of Margin Trading , Short Sale _ Margin Purchase Ratio,Short sales balance(thousand yuan),Increased short sales(amount),Ratio of dealer transactions,Investment Trust trading ratio,Cash Flow From Operating Activities ,PB ratio,Quick ratio ,Treasury stocks book value ,Cash and Cash equivalents ,PE ratio ,Loan from bank(non-current),Operating margin ratio,Other equity interest ,AR,Goodwill and intangible assets ,Other Comprehensive Income (OCI),Inventory,Dividend Payout Ratio,ROE,Cash Flow from Financing Activities ,Interest income ,cash flow ratio,Gross Profit ratio,Cost of revenue,Market Value,(Inventory+AR) divided by Net income,Operating expenses,Tax rate(A),AR turnover,cash dividend ratio ,Dividend Yield ,Non-current assets ,Asset Growth Rate,ROA,Profit before tax ratio,Other long-term debt (Non-current),R&D,lease liabilities (Non current),Non-current liability ,Operating income,Cash Flow From Investing Activities ,retained earning ,AP,current ratio,current liability ,debt ratio ,Profit after tax ratio,Operating revenue(net),current asset,Interest-bearing debt ratio ,effect of exchange rates ,Proportion of supervisors with doctoral degrees,Number of general manager changes in the month,Average attendance of Chairman of the Board,Employee turnover rate,Percentage of directors and supervisors with masters degrees,Directors average hours of study,Number of changes in chairmanship for the month,Reinvestment to net value ratio,Number of directors and supervisors with financial experience,Sales percentage to related parties,equity of stock holdings (Major shareholder),Average attendance of the Board of Directors,Employee bonus cash,tockholding of Directors and Supervisors,Directors liability insurance coverage to revenue percentage,Managers shareholding,Reinvestment to assets ratio,Directors liability insurance coverage to net value percentage,Percentage of directors and supervisors with a bachelors degree,Employee bonus to net income before tax ratio,Total social responsibility events,Number of Underwriting Insurance Companies,Management Internalization ratio,Number of Board Meetings,Directors liability insurance coverage to total assets percentage,Employee bonus shares,Directors salary,Internal audit variation in the current month,Directors liability insurance coverage,company age,A,F,G,M
1217,0.009211748432718,0.0160700846901476,0.0246847295189251,0.0258822957069254,0.0348384046563896,0.0450823377803712,0.0459333421759168,0.0181678573821822,0.0284117905061639,0.0292627949017095,0.0006691552913035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.98,0.07,29.65,4760.0,21.0,0.0,3.0,29.65,495.0,128.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,6.0,0.0,0.0,3.0,128.0,70.3,33266.21,3.85,0.0,0.05,0.13,41.93,0.0,0.0,0.0,225163,0.62,40.65,0,614057,123.98,2823147,2.95,-136823,621746,11269,112788,634564,0.0,2.8,37602,806,6.73,31.57,3057727,3515987,19.51,1278477,6.79,7.29,0.0,0.0,10719014,2.47,1.4,1.57,0,42452,17591,3110672,132034,-37928,606288,704105,65.06,3346048,50.07,1.46,4468238,2176972,2.3,4178,33.33,0,100,19,44.44,2.33,0,132.0,0,28,15.92,84.21,0.45,6.92,1.41,0.42,71.51,0.97,44.44,1.02,0,1,13.64,7,0.49,0,0.45,0,62.78,29.0,0,1,0,0
1218,-0.0002035452825501,0.0190572422967261,0.0214419145168941,0.0256427851114063,0.0268834940369749,0.0313174115538152,0.0123389662514947,0.0010371636430185,0.0054710811598588,-0.0135073641424617,0.0013581586030469,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.05,0.09,14.62,1805.0,-5.0,-2.0,-2.0,14.84,500.0,-61.0,1.0,0.0,0.06,0.22,0.0,-1.0,-7.0,71.0,0.0,-2.0,-2.0,-63.0,84.91,36201.08,1.44,0.0,0.25,3.93,1423.98,0.0,0.22,0.0,361193,1.67,135.51,-203876,1147024,18.17,687500,2.0,-107068,1073573,7045,9506,680300,77.31,9.1,-403314,11620,21.27,18.18,6545893,11049978,26.55,1295263,6.34,7.53,4.07,4.07,5667735,4.8,6.56,7.77,0,0,1634,925956,160207,-85298,949056,462916,209.73,1698218,28.43,7.28,8000584,3561612,1.48,-5104,0,0,100,8,57.14,6.43,0,61.18,1,56,54.86,98.41,37.38,2.04,1.18,0.06,46.18,1.42,57.14,6.11,0,1,25,9,1.02,0,30.59,0,94.1,29.0,0,1,0,0
1219,0.0027556084237118,0.0195853428960265,0.023096485916783,0.0280547600277641,0.0303606699901817,0.0374112355554512,0.045032666760138,0.0050615183861294,0.0121120839513989,0.0197335151560857,0.0008871262575966,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.29,1.83,1091.0,-10.0,0.0,-3.0,1.83,322.0,-62.0,0.0,0.0,0.0,0.0,0.0,0.0,-10.0,0.0,8.0,0.0,-3.0,-62.0,98.17,19583.67,1.36,0.0,0.01,0.0,0.0,0.0,0.0,0.0,-111569,1.52,87.21,0,970228,186.62,1808757,0.27,-7319,1343533,28902,-3495,1847911,63.42,3.55,248612,1225,-4.14,8.12,11263328,5973341,80.61,962491,19.31,9.25,2.16,2.16,4497892,4.96,1.58,1.43,0,39553,28987,2280664,33435,-152732,704042,378384,164.58,2697617,55.7,1.15,12259254,4439679,1.61,-4321,11.11,0,100,11,44.44,3.0,0,16.38,0,21,35.24,90.48,4.99,10.8,2.69,0.02,8.2,8.33,44.44,2.15,0,1,21.43,7,3.69,0,12.48,0,330,28.0,0,1,0,0
1220,0.0070218438498789,0.0150437776056496,0.0281275220215763,0.0315493500025017,0.0389671054905418,0.0459172635801874,0.0550348006108089,0.0144395993379188,0.0213897574275645,0.030507294458186,-0.0006905992825499,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.11,0.0,987.0,0.0,0.0,0.0,0.0,177.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,9871.58,2.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,188357,0.81,288.08,0,360103,9.54,18345,6.1,0,729323,0,-4551,540572,84.49,5.53,-129383,2555,39.84,14.04,2563623,1868162,51.24,236781,23.08,4.21,5.69,5.69,1212018,1.39,4.33,6.11,0,0,574,198495,181947,-70596,505648,47099,409.82,472838,21.31,4.7,2982351,1937804,1.74,0,8.33,0,83.33,4,33.33,0.0,0,10.42,1,6,28.42,89.86,6.19,21.7,3.08,0.17,9.14,3.71,33.33,3.76,0,1,33.33,6,2.92,0,6.19,0,91.86,27.0,0,1,0,0
1225,0.0135099899627068,0.074416118161619,0.1013484134091997,0.1122240748780435,0.1202490053780504,0.1254181905336716,0.1582310922795338,0.0215349204627137,0.0267041056183349,0.0595170073641972,-0.0019682091177633,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.1,0.37,0.72,6579.0,11.0,-1.0,1.0,0.78,219.0,11.0,0.0,0.0,0.0,0.0,0.0,-1.0,10.0,0.0,0.0,-1.0,1.0,10.0,99.21,237059.79,12.03,0.0,0.01,0.0,0.0,0.0,0.07,0.0,411734,2.37,123.22,0,819700,15.39,1107500,4.19,-95204,1357246,0,-48770,1202143,83.87,9.56,801771,25136,16.32,9.85,9597684,7588994,70.15,604456,19.81,7.5,3.75,3.75,3198033,20.46,4.89,4.63,0,33069,187895,1570132,445828,-871109,994144,180405,180.1,2522456,52.87,3.71,10646506,4542984,1.26,-5433,12.5,0,90,7,12.5,6.0,0,52.36,1,25,72.08,89.69,8.17,6.1,0.88,0.72,29.78,2.57,12.5,2.08,0,1,0.0,10,1.21,0,8.17,0,93.89,25.0,0,1,0,0
1227,-0.0074741819664704,0.0196049660133473,0.041059933725313,0.0485252691389062,0.0620048271200525,0.0734989542560921,0.0648175145324577,0.0060053760146758,0.0174995031507155,0.008818063427081,0.0027418773744996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.0,0.08,62.27,643.0,184.0,0.0,2.0,62.27,915.0,351.0,0.0,0.0,0.01,0.0,0.0,0.0,183.0,31.0,0.0,0.0,18.0,5721.0,37.69,40378.99,0.28,0.0,0.03,4.82,1946.73,0.0,0.0,0.0,5026474,3.82,174.5,-21182,3705903,13.9,0,14.15,-577494,6445302,68087,-256189,3646984,70.99,19.39,-2705299,74819,65.43,30.8,21635219,63690194,59.54,5207140,24.05,4.96,3.81,3.81,6975080,6.21,12.93,14.55,0,148384,264496,855491,4423873,-1100029,8016188,2357204,240.99,7682083,33.5,11.05,31266232,18513185,2.95,-105195,28.57,0,83.33,4,57.14,2.57,0,62.53,0,0,58.05,85.71,52.01,3.2,1.19,0,53.22,2.2,57.14,1.24,0,1,14.29,6,1.46,0,25.07,0,373.2,24.0,0,1,0,0
1229,0.0002689411243549,0.0093304729775375,0.0172017548587789,0.0262210563149247,0.029945570612995,0.0313761703210041,0.0262761239131007,0.0039934554224252,0.0054240551304342,0.0003240087225307,-0.0004572952603495,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.8,0.12,25.58,1156.0,-419.0,-1.0,-18.0,25.63,1105.0,-7182.0,0.0,0.0,0.0,0.0,0.0,-2.0,-420.0,1.0,0.0,-28.0,-18.0,-7430.0,74.35,39019.62,0.42,0.0,0.01,0.09,33.75,0.0,0.05,0.0,2821391,1.51,51.48,-184763,1758023,14.89,900000,11.55,2494677,1416297,98650,1670564,1155720,63.89,15.48,-1387993,16366,36.97,22.6,6401664,40820106,6.83,914259,4.11,7.47,4.33,8.66,39315591,53.16,12.52,39.67,0,41172,58969,1282420,955370,-351661,12875954,833107,94.72,7632332,19.15,38.04,8271293,7229352,0.84,-30812,30,1,100,0,50,7.8,0,122.77,3,6,19.79,94.92,2.84,25.2,4.09,3.63,99.08,0.83,50,0.1,0,1,40.0,6,0.67,0,8.4,0,312.45,42.0,0,1,0,0
1231,-0.0011566798784826,0.0172068339520943,0.0337697096426353,0.0490402396370305,0.0336683923861022,0.044968320351627,0.0460404972908225,-0.0165285271294109,-0.0052285991638862,-0.0041564222246906,0.0010007668559434,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.5,0.13,31.14,151.0,-97.0,0.0,-17.0,31.14,175.0,-1123.0,0.0,0.0,0.0,0.0,0.0,0.0,-97.0,0.0,0.0,0.0,-17.0,-1139.0,68.83,6281.68,0.36,0.0,0.02,0.0,0.0,0.0,0.0,0.0,250589,2.01,80.09,0,295507,11.03,884801,6.87,4388,1762090,4653,-9202,1513200,53.35,14.54,-192954,524,9.11,21.64,6729864,7306801,89.63,1268755,19.89,5.06,3.82,5.02,3451580,6.61,7.13,7.63,0,86187,52432,1061564,590284,-327440,1812996,798947,145.96,2750390,51.06,6.11,8588903,4014463,1.62,1545,0,0,100,10,0,9,0,19.06,0,0,39.67,87.65,9.42,23.6,3.6,0.1,9.4,8.45,0,1.45,0,1,9.52,9,4.14,0,9.42,0,308.9,23.0,0,1,0,0
1232,0.0056799068453578,0.0204442926834621,0.037664172994846,0.0512545529444416,0.0488196963219296,0.0535570984718578,0.0664877697444524,0.0032450502228457,0.007982452372774,0.0209131236453685,0.0027266943004161,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120.0,0.04,15.79,78.0,-2.0,0.0,-8.0,15.79,160.0,-45.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0,0.0,0.0,0.0,-8.0,-64.0,84.16,9412.81,0.2,0.0,0.05,0.0,0.0,0.0,0.0,0.0,1122600,4.77,204.07,0,1952494,15.46,0,7.18,-7000,976485,2108,4776,1624677,82.07,24.87,-799602,8723,77.6,11.77,15131192,19356854,62.96,788140,20.12,17.25,4.13,4.13,926658,6.15,17.8,7.29,0,7297,168596,229424,1230776,-161945,2443831,733429,337.41,1446576,28.86,5.83,17150108,4880827,4.11,0,18.18,0,100,3,54.55,6.0,0,7.16,0,15,10.52,90.91,24.75,67.93,2.72,0.03,5.84,11.29,54.55,2.07,0,3,0,7,8.04,0,18.57,0,466.65,22.0,1,0,0,0
1233,0.0047638550460309,0.0115959980615202,0.0209401579671443,0.0294849261682013,0.0283905015785222,0.0342184501007091,0.0359080552616602,0.0036694304563517,0.0094973789785386,0.0111869841394897,0.0008685833493122,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.2,0.01,0.0,6.0,0.0,0.0,0.0,0.0,91.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,229.25,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,313431,2.25,90.68,-2524,210211,18.65,0,7.94,133208,254185,7145,24054,297561,92.57,11.23,-284649,1320,58.6,57.88,946584,3628170,34.13,1122572,19.6,8.71,4.0,4.0,1701781,14.76,7.77,8.68,0,4863,239828,338410,178429,-37438,530080,134951,147.38,534898,35.07,6.98,2247585,788324,1.09,234,0,0,100,9,30,6.9,0,28.22,1,4,46.25,96,4.02,13.25,13.36,0.88,18.38,18.57,30,2.07,0,1,0,5,12.06,0,3.22,0,300.3,19.0,0,1,0,0
1234,0.0067819933319023,0.0150573075253262,0.023146604377405,0.0326982454718495,0.0386566090283303,0.0438012896813933,0.0524305529624971,0.0127403568883831,0.0178850375414461,0.0265143008225499,0.0009234051486911,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.35,0.01,12.5,13.0,8.0,0.0,1.0,12.5,402.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,1.0,8.0,87.5,407.73,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1222270,0.73,89.4,0,1222983,13.55,0,5.2,57098,755517,8403,50509,5277985,80.71,5.05,-1361186,12877,51.79,26.8,6695015,13080901,33.74,1974991,12.47,12.76,5.22,5.22,15175409,-1.41,3.93,10.58,0,50164,18364,2400869,475649,78854,13621339,350315,316.44,2359833,21.03,9.26,9145655,7467559,0.93,7191,0,0,100,0,50.0,6.43,0,46.13,2,0,18.65,94.12,9.13,14.72,3.4,0,39.62,1.74,50.0,1.04,0,1,33.33,10,1.37,0,27.4,0,310.7,19.0,0,1,0,0
1235,0.0117878987663805,0.0195052312701673,0.03695811676962,0.0257475019269304,0.0228353938557974,0.0384914662563009,0.0403704857918258,0.0088757906952476,0.024531863095751,0.0264108826312759,0.0034658792596837,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.3,0.0,0.0,8432.0,0.0,0.0,0.0,0.0,88.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,238578.38,38.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41647,0.82,202.34,-9953,44658,42.69,0,21.44,961652,4682,0,-2547241,11684,116.07,-65.22,-109469,479,2.66,47.79,32257,2122585,0.63,16277,1.21,11.13,2.56,5.13,1005114,-38.43,-45.31,76.83,0,338,0,54404,13244,109564,600536,2703,204.1,1568320,38.58,75.9,61778,3200913,1.88,0,0,0,100,29,33.33,2.0,0,61.0,1,0,39.18,97.62,1.0,47.69,103.05,0.04,40.99,1.21,33.33,2.13,0,1,0.0,7,0.74,0,2.0,0,31.14,18.0,0,1,0,0
1236,-0.0034397127481276,0.0174440205912204,0.0180500713193803,0.0344293713185939,0.0446364435092429,0.0613924243918335,0.0709979826211595,0.0067673594425213,0.023523340325112,0.033128898554438,-0.0008249132832494,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.1,0.02,0.0,55.0,0.0,0.0,0.0,0.0,108.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.97,718.4,0.2,0.0,0.03,0.0,0.0,0.0,0.0,0.0,140706,0.88,95.67,0,50505,98.0,440000,0.05,144176,476787,10607,-121956,238410,205.99,-6.04,-20916,200,25.03,26.95,1362092,1484285,42.46,501571,10.84,4.27,2.19,2.19,1921221,-2.01,-3.84,0.95,0,9507,9204,489482,1000,-111127,423131,235011,144.97,562141,38.43,0.85,1864663,814914,1.0,1349,0,0,66.67,18,66.67,6,0,18.48,0,0,48.27,85.71,0.58,12.58,8.2,0,11.4,9.08,66.67,3.28,0,1,14.29,6,5.59,0,0.29,0,152.88,17.0,0,1,0,0
1256,-0.0086491774119428,-0.0030928595573239,0.0120353269488289,0.0266564549524642,0.0318522085433453,0.0421059305229653,0.0298138151610845,-0.0034534238210617,0.0068002981585583,-0.0054918172033225,-0.0013441892911319,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,192.0,0.4,16.38,599.0,1.0,-2.0,1.0,18.1,34.0,1.0,0.0,0.0,0.17,0.0,0.0,-1.0,-1.0,14.0,1.0,-2.0,-3.0,-25.0,81.84,114598.28,7.08,0.0,0.06,2.34,2678.42,0.0,1.72,0.0,721383,3.68,125.07,0,305885,9.88,0,21.39,-145105,285419,21778,-77907,210199,38.28,24.48,-138602,3953,78.9,38.54,2164020,7462161,24.08,603708,28.33,14.57,2.81,2.81,1743737,20.66,16.33,21.71,0,114022,5793,173942,753151,-679541,1407965,187979,153.43,914344,34.59,15.56,3520879,1402918,3.83,-108375,36.36,0,100,9,18.18,8.18,0,0.0,2,0,8.52,98.86,10.84,57.13,2.68,0.03,0.0,4.59,18.18,1.42,0,1,50,8,3.0,0,3.66,0,94.52,2.0,0,1,0,0
1301,-0.0106342672390329,0.0013609156101938,-0.0068769511775967,-0.0001229691834486,0.0073283858255994,0.0077687182107357,-0.014647597844176,-0.0031829122299848,-0.0027425798448485,-0.0251588958997603,-0.0006528616052213,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94.8,0.13,50.66,1982.0,652.0,-33.0,1.0,53.35,6366.0,652.0,0.0,-9.0,0.01,0.0,-2.0,-15.0,617.0,93.0,1.0,-6946.0,1.0,617.0,46.64,187648.03,0.12,-2.0,0.01,4.69,8804.88,0.0,2.63,0.06,46580428,1.82,172.35,0,18165952,15.07,1944444,9.72,75423554,13538935,423488,-6768604,18269476,75.04,8.67,-31545298,623668,52.17,15.45,175734622,635300852,9.11,11917584,11.59,14.0,4.41,4.41,321471099,-0.88,6.12,20.31,0,1246402,19319,58651261,20196366,-20516660,198347860,11062826,196.7,89283378,29.76,17.96,207848572,175616860,1.99,336710,20,0,100,4,20.0,6.0,0,74.2,0,25,27.33,83.33,55.55,14.92,0.45,0.02,55.78,0.27,20.0,0.13,3,4,0,6,0.19,0,0,0,935.46,54.0,0,1,0,0
1303,-0.0168065054944396,-0.0098046310944071,-0.0034553146562667,-0.00442234437859,0.001929678119982,0.0107401809211151,-0.0096364157235618,-0.0104544829958675,-0.0016439801947344,-0.0220205768394114,9.63673903165152e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.6,0.09,58.11,2423.0,1709.0,-28.0,15.0,59.24,7931.0,20207.0,1.0,91.0,0.0,0.02,91.0,-7.0,1772.0,62.0,47.0,-439.0,15.0,19945.0,40.73,169809.9,0.12,1.0,0.03,2.56,4345.12,0.0,0.29,0.84,52299353,1.68,169.54,0,43608119,21.91,14751117,3.45,34540688,44063533,2323852,-14584450,41567752,75.61,2.32,-21226234,1090433,62.62,9.83,258172796,577363769,24.08,18251842,13.04,6.2,3.02,3.02,367202333,-2.73,1.53,9.32,5096417,0,291222,115591829,9885385,-37413115,204105146,16089200,224.48,83516150,35.9,8.11,286303059,187476346,1.6,-2417767,20,0,100,2,20,10.8,0,100.15,1,18,23.35,92.38,24.59,18.24,0.33,0,66.59,0.26,20,0.1,1,4,16.67,7,0.17,0,0,0,935.46,51.0,0,1,0,0
1304,0.0065781908994747,0.0350240910950191,0.0322631411898373,0.0233125743381474,0.0286700252387444,0.031890561224194,0.0318876476002852,0.0119356418000717,0.0151561777855213,0.0151532641616125,0.0025460025021949,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.85,0.13,7.61,5560.0,-65.0,0.0,-2.0,7.61,1189.0,-701.0,0.0,0.0,0.01,0.0,0.0,0.0,-65.0,21.0,0.0,0.0,-2.0,-729.0,92.33,71372.05,1.87,0.0,0.06,0.38,269.57,3.0,0.0,0.0,6072493,0.88,176.42,-475606,7927403,5.33,9049770,5.27,-781058,7045512,286030,-993485,4919506,46.39,4.1,817136,153706,48.06,12.1,48924372,16464368,30.54,3800636,24.4,7.14,3.61,3.61,43405614,3.53,2.21,6.04,0,416083,481964,19614457,2931733,-6877318,7756919,2757368,221.78,12634382,45.15,4.57,55656741,28020172,1.22,-208212,44.44,0,100,7,22.22,7.67,0,98.49,1,0,28.48,86.96,14.79,14.62,1.94,0.0,58.65,2.76,22.22,1.01,0,5,0,8,1.51,0,5.5,0,1081.33,46.0,0,1,0,0
1305,0.0029360253209357,0.0106732374297116,0.0222881639823289,0.0369634770664362,0.0341398886305093,0.022541570084375,0.0092597526770113,0.0001124368850087,-0.0114858816611254,-0.0247676990684891,0.0003981976399953,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.8,0.25,26.39,7126.0,-47.0,-26.0,-5.0,27.73,527.0,-795.0,0.0,0.0,0.1,0.0,0.0,-1.0,-73.0,127.0,0.0,-26.0,-5.0,-1105.0,72.25,141412.62,5.41,0.0,0.02,1.78,2520.26,0.0,1.34,0.0,2016552,1.33,192.62,0,653347,13.59,500000,5.12,33266,1478800,0,-2290,1469212,41.0,7.94,-1321130,15780,118.96,13.03,13148375,10962203,33.84,1195581,18.76,9.21,2.4,4.81,7454367,-6.75,5.44,5.65,0,59967,181459,1923568,773899,-973370,2937187,838312,287.7,1695099,29.35,4.62,15117855,4876866,1.29,-3385,22.22,0,100,10,22.22,8.56,0,64.03,1,5,22.15,96.3,6.97,24.97,7.15,0,48.73,12.41,22.22,1.01,0,5,0,6,8.77,0,0,0,1081.33,45.0,0,1,0,0
1307,-0.0063634730545993,0.0040148665306827,0.0005683186407962,-1.1723125607799275e-05,0.0041809771711623,0.0127333219669406,0.0134673354957328,-0.0021707727578291,0.0063815720379491,0.0071155855667413,0.002206310046597,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.5,0.07,5.0,200.0,0.0,0.0,0.0,5.0,398.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94.99,4907.34,0.2,0.0,0.01,0.0,0.0,0.0,0.0,0.0,1345560,1.14,134.36,0,3761456,14.8,1756875,6.34,-211680,1406396,68978,-185112,2054915,73.94,2.98,293201,41290,34.98,23.05,7904038,9408396,41.88,1716283,32.81,6.84,3.38,3.38,6799054,4.23,1.65,6.24,0,448154,9153,3025846,651090,-803796,4356483,599701,216.76,3846140,45.4,4.19,10271411,8337017,1.15,-157373,0,0,100,12,71.43,1.29,0,94.13,1,39,28.58,85.71,19.37,38.33,1.5,0.05,50.72,1.87,71.43,3.62,0,1,0,6,1.02,0,11.62,0,154.23,33.0,1,0,0,0
